"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 03:00","2012","03","27","03:00","-6.0","","-17.0","","41","","33","","17","","25.0","","102.06","","","","-12","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 04:00","2012","03","27","04:00","-6.5","","-17.3","","42","","32","","13","","25.0","","102.14","","","","-12","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 05:00","2012","03","27","05:00","-7.4","","-16.4","","49","","32","","11","","25.0","","102.24","","","","-12","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 06:00","2012","03","27","06:00","-7.5","","-16.4","","49","","32","","9","","48.3","","102.31","","","","-12","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 07:00","2012","03","27","07:00","-6.1","","-17.7","","39","","30","","9","","48.3","","102.39","","","","-10","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 08:00","2012","03","27","08:00","-5.1","","-18.7","","34","","36","","13","","48.3","","102.41","","","","-10","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 09:00","2012","03","27","09:00","-4.3","","-20.3","","27","","34","","9","","48.3","","102.44","","","","-8","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 10:00","2012","03","27","10:00","-2.5","","-21.7","","21","","","","0","","48.3","","102.48","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 11:00","2012","03","27","11:00","-1.6","","-20.6","","22","","28","","6","","48.3","","102.43","","","","-4","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 12:00","2012","03","27","12:00","0.2","","-16.7","","27","","21","","9","","48.3","","102.31","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 13:00","2012","03","27","13:00","1.0","","-16.1","","27","","27","","6","","48.3","","102.20","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 14:00","2012","03","27","14:00","1.7","","-18.4","","21","","30","","13","","48.3","","102.06","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 15:00","2012","03","27","15:00","2.1","","-16.5","","24","","21","","15","","48.3","","101.98","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 16:00","2012","03","27","16:00","2.7","","-13.0","","30","","21","","17","","48.3","","101.93","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 17:00","2012","03","27","17:00","2.7","","-12.3","","32","","22","","19","","48.3","","101.88","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 18:00","2012","03","27","18:00","2.6","","-11.9","","33","","21","","15","","48.3","","101.79","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 19:00","2012","03","27","19:00","2.8","","-11.7","","33","","22","","11","","25.0","","101.74","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 20:00","2012","03","27","20:00","2.6","","-11.4","","35","","18","","13","","25.0","","101.68","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 21:00","2012","03","27","21:00","2.1","","-10.7","","38","","17","","9","","25.0","","101.67","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 22:00","2012","03","27","22:00","1.0","","-10.1","","43","","16","","20","","25.0","","101.47","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-27 23:00","2012","03","27","23:00","1.0","","-10.8","","41","","16","","13","","25.0","","101.44","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 00:00","2012","03","28","00:00","1.0","","-10.8","","41","","28","","6","","16.1","","101.58","","","","","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 01:00","2012","03","28","01:00","-1.1","","-4.5","","78","","11","","11","","16.1","","101.39","","","","-5","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 02:00","2012","03","28","02:00","-1.0","","-4.8","","75","","10","","13","","9.7","","101.28","","","","-5","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 03:00","2012","03","28","03:00","-1.6","","-4.1","","83","","12","","20","","25.0","","101.08","","","","-7","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 04:00","2012","03","28","04:00","-1.5","","-3.8","","84","","14","","20","","25.0","","100.88","","","","-7","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 05:00","2012","03","28","05:00","-1.0","","-3.9","","81","","12","","19","","25.0","","100.68","","","","-6","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 06:00","2012","03","28","06:00","-0.3","","-3.5","","79","","12","","20","","24.1","","100.51","","","","-6","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 07:00","2012","03","28","07:00","0.5","","-2.7","","79","","14","","22","","24.1","","100.40","","","","","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 08:00","2012","03","28","08:00","0.8","","-2.9","","76","","12","","19","","8.0","","100.25","","","","","","Snow,Ice Pellets"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 09:00","2012","03","28","09:00","2.1","","-3.3","","67","","14","","15","","48.3","","100.08","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 10:00","2012","03","28","10:00","2.3","","-3.3","","66","","13","","11","","48.3","","99.94","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 11:00","2012","03","28","11:00","2.8","","-2.1","","70","","13","","13","","48.3","","99.74","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 12:00","2012","03","28","12:00","3.8","","-3.2","","60","","9","","7","","48.3","","99.64","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 13:00","2012","03","28","13:00","4.3","","-2.9","","59","","12","","9","","48.3","","99.51","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 14:00","2012","03","28","14:00","4.4","","-1.2","","67","","5","","13","","24.1","","99.45","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 15:00","2012","03","28","15:00","2.5","","0.6","","87","","4","","19","","19.3","","99.42","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 16:00","2012","03","28","16:00","2.2","","0.7","","90","","36","","20","","12.9","","99.48","","","","","","Rain"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 17:00","2012","03","28","17:00","1.5","","0.2","","91","","2","","19","","16.1","","99.53","","","","","","Drizzle"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 18:00","2012","03","28","18:00","1.3","","-0.2","","90","","36","","13","","16.1","","99.63","","","","","","Drizzle"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 19:00","2012","03","28","19:00","1.3","","-0.2","","90","","35","","11","","12.9","","99.74","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 20:00","2012","03","28","20:00","1.2","","-0.3","","90","","36","","13","","9.7","","99.86","","","","","","Fog"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 21:00","2012","03","28","21:00","1.0","","-0.5","","90","","36","","15","","9.7","","99.92","","","","","","Fog"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 22:00","2012","03","28","22:00","1.0","","-0.7","","88","","1","","13","","9.7","","99.95","","","","","","Fog"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-28 23:00","2012","03","28","23:00","0.8","","-1.0","","88","","36","","17","","11.3","","99.99","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 00:00","2012","03","29","00:00","0.6","","-1.2","","88","","35","","15","","12.9","","100.05","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 01:00","2012","03","29","01:00","0.5","","-1.5","","86","","36","","11","","12.9","","100.12","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 02:00","2012","03","29","02:00","0.4","","-1.8","","85","","1","","17","","25.0","","100.15","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 03:00","2012","03","29","03:00","0.5","","-1.9","","84","","2","","11","","25.0","","100.19","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 04:00","2012","03","29","04:00","0.6","","-2.1","","82","","1","","11","","25.0","","100.27","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 05:00","2012","03","29","05:00","0.6","","-2.1","","82","","36","","9","","25.0","","100.35","","","","","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 06:00","2012","03","29","06:00","0.7","","-1.9","","83","","34","","6","","24.1","","100.44","","","","","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 07:00","2012","03","29","07:00","0.8","","-1.6","","84","","33","","7","","24.1","","100.52","","","","","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 08:00","2012","03","29","08:00","1.5","","-1.1","","83","","30","","6","","16.1","","100.59","","","","","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 09:00","2012","03","29","09:00","2.5","","-1.2","","77","","36","","9","E","24.1","","100.64","","","","","","Snow"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 10:00","2012","03","29","10:00","3.2","","-2.4","","67","","36","","13","E","24.1","","100.70","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 11:00","2012","03","29","11:00","3.6","","-2.2","","66","","34","","9","","24.1","","100.71","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 12:00","2012","03","29","12:00","3.9","","-2.2","","64","","33","","6","","24.1","","100.71","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 13:00","2012","03","29","13:00","4.2","","-2.5","","62","","32","","13","","24.1","","100.72","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 14:00","2012","03","29","14:00","4.0","","-2.8","","61","","32","","15","","24.1","","100.76","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 15:00","2012","03","29","15:00","4.1","","-3.5","","58","","31","","19","","24.1","","100.81","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 16:00","2012","03","29","16:00","3.9","","-2.8","","62","","32","","13","","24.1","","100.87","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 17:00","2012","03","29","17:00","3.5","","-4.1","","57","","34","","24","","24.1","","100.92","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 18:00","2012","03","29","18:00","3.4","","-5.6","","52","","33","","20","","24.1","","100.97","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 19:00","2012","03","29","19:00","2.9","","-5.6","","54","","31","","19","","25.0","","101.01","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 20:00","2012","03","29","20:00","2.2","","-4.7","","60","","31","","19","","25.0","","101.07","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 21:00","2012","03","29","21:00","1.9","","-6.3","","55","","31","","24","","25.0","","101.11","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 22:00","2012","03","29","22:00","1.4","","-7.4","","52","","33","","17","","25.0","","101.14","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-29 23:00","2012","03","29","23:00","0.8","","-8.2","","51","","30","","24","","25.0","","101.17","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 00:00","2012","03","30","00:00","0.1","","-9.1","","50","","34","","19","","25.0","","101.18","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 01:00","2012","03","30","01:00","-1.0","","-9.8","","51","","30","","20","","25.0","","101.21","","","","-7","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 02:00","2012","03","30","02:00","-2.2","","-9.7","","56","","34","","15","","25.0","","101.22","","","","-7","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 03:00","2012","03","30","03:00","-3.5","","-11.4","","54","","33","","19","","25.0","","101.25","","","","-9","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 04:00","2012","03","30","04:00","-4.3","","-10.8","","60","","1","","4","","25.0","","101.33","","","","-6","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 05:00","2012","03","30","05:00","-5.1","","-10.4","","66","","31","","11","","24.1","","101.32","","","","-10","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 06:00","2012","03","30","06:00","-4.8","","-10.8","","63","","32","","13","","48.3","","101.39","","","","-10","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 07:00","2012","03","30","07:00","-4.3","","-10.9","","60","","32","","15","","48.3","","101.52","","","","-10","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 08:00","2012","03","30","08:00","-3.0","","-10.4","","57","","30","","11","","48.3","","101.56","","","","-7","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 09:00","2012","03","30","09:00","-2.0","","-10.1","","54","","32","","13","","48.3","","101.63","","","","-6","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 10:00","2012","03","30","10:00","-0.8","","-9.5","","52","","33","","9","","48.3","","101.62","","","","-4","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 11:00","2012","03","30","11:00","0.9","","-9.6","","45","","7","","4","","48.3","","101.57","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 12:00","2012","03","30","12:00","1.6","","-8.0","","49","","19","","17","","48.3","","101.52","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 13:00","2012","03","30","13:00","3.1","","-9.1","","40","","23","","6","","48.3","","101.38","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 14:00","2012","03","30","14:00","4.4","","-8.8","","38","","22","","17","","48.3","","101.30","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 15:00","2012","03","30","15:00","4.8","","-8.9","","36","","20","","17","","48.3","","101.26","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 16:00","2012","03","30","16:00","4.8","","-9.3","","35","","21","","15","","48.3","","101.26","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 17:00","2012","03","30","17:00","4.4","","-8.6","","38","","19","","15","","48.3","","101.24","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 18:00","2012","03","30","18:00","3.9","","-7.9","","42","","21","","11","","24.1","","101.26","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 19:00","2012","03","30","19:00","3.1","","-6.7","","49","","22","","7","","25.0","","101.29","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 20:00","2012","03","30","20:00","3.0","","-8.4","","43","","25","","7","","25.0","","101.30","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 21:00","2012","03","30","21:00","1.7","","-9.0","","45","","19","","4","","25.0","","101.32","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 22:00","2012","03","30","22:00","0.4","","-8.1","","53","","","","0","","25.0","","101.30","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-30 23:00","2012","03","30","23:00","1.4","","-7.7","","51","","4","","6","","25.0","","101.34","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 00:00","2012","03","31","00:00","1.5","","-8.6","","47","","5","","13","","25.0","","101.33","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 01:00","2012","03","31","01:00","1.3","","-9.6","","44","","6","","13","","25.0","","101.31","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 02:00","2012","03","31","02:00","1.3","","-9.7","","44","","5","","11","","25.0","","101.29","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 03:00","2012","03","31","03:00","0.7","","-8.8","","49","","3","","13","","25.0","","101.30","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 04:00","2012","03","31","04:00","-0.9","","-8.5","","56","","3","","13","","25.0","","101.32","","","","-5","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 05:00","2012","03","31","05:00","-0.6","","-9.2","","52","","3","","13","","25.0","","101.30","","","","-5","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 06:00","2012","03","31","06:00","-0.5","","-9.2","","52","","4","","15","","48.3","","101.32","","","","-5","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 07:00","2012","03","31","07:00","-0.3","","-9.2","","51","","3","","19","","48.3","","101.32","","","","-5","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 08:00","2012","03","31","08:00","0.7","","-8.5","","50","","3","","17","","48.3","","101.33","","","","","","Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 09:00","2012","03","31","09:00","1.5","","-7.8","","50","","4","","17","","48.3","","101.34","","","","","","Mostly Cloudy"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 10:00","2012","03","31","10:00","2.9","","-8.1","","44","","4","","15","","48.3","","101.30","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 11:00","2012","03","31","11:00","4.6","","-9.7","","35","","6","","7","","48.3","","101.24","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 12:00","2012","03","31","12:00","6.4","","-7.1","","37","","7","","11","","48.3","","101.16","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 13:00","2012","03","31","13:00","6.5","","-9.7","","30","","7","","9","","48.3","","101.08","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 14:00","2012","03","31","14:00","7.7","","-8.5","","31","","4","","4","","48.3","","101.01","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 15:00","2012","03","31","15:00","7.7","","-8.6","","30","","11","","6","","48.3","","100.94","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 16:00","2012","03","31","16:00","8.4","","-7.7","","31","","4","","4","","48.3","","100.89","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 17:00","2012","03","31","17:00","7.9","","-8.1","","31","","24","","6","","48.3","","100.88","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 18:00","2012","03","31","18:00","7.0","","-8.2","","33","","25","","7","","48.3","","100.87","","","","","","Mainly Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 19:00","2012","03","31","19:00","5.9","","-8.0","","36","","17","","4","","25.0","","100.88","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 20:00","2012","03","31","20:00","4.4","","-7.2","","43","","16","","9","","25.0","","100.85","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 21:00","2012","03","31","21:00","2.6","","-6.3","","52","","24","","7","","25.0","","100.86","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 22:00","2012","03","31","22:00","2.7","","-6.7","","50","","","","0","","25.0","","100.82","","","","","","Clear"
"-73.75","45.47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A","7025250","2012-03-31 23:00","2012","03","31","23:00","1.5","","-6.9","","54","","","","0","","25.0","","100.79","","","","","","Clear"
